entrezid1	entrezid2
7020	10749
7020	57498
7020	23366
7020	9703
7020	8570
7020	80759
7020	9817
7020	79831
7020	7403
7020	10765
7020	51780
7020	51133
7020	146212
7020	79047
7020	147040
7020	284252
7020	3788
7020	3783
7020	3781
7020	27345
7020	51305
7020	3775
7020	100134444
7020	80333
7020	3751
7020	8514
7020	3741
7020	56888
7020	55709
7020	25948
7020	81621
7020	11143
7020	23522
7020	10524
7020	284058
7020	23189
7020	3727
7020	3726
7020	8690
7020	554203
7020	57158
7020	9929
7020	133746
7020	339123
7020	65094
7020	51528
7020	3720
7020	3718
7020	3717
7020	182
7020	6453
7020	3709
7020	3708
7020	80271
7020	3706
7020	3705
7020	3700
7020	3691
7020	3689
7020	9798
7020	64843
7020	9636
7020	81689
7020	50805
7020	79191
7020	3667
7020	3664
7020	64207
7020	23288
7020	3652
7020	10526
7020	9807
7020	27130
7020	26512
7020	80789
7020	57508
7020	3642
7020	22876
7020	3632
7020	54891
7020	54617
7020	3626
7020	3625
7020	3623
7020	64423
7020	3614
7020	3613
7020	259307
7020	3565
7020	3562
7020	3560
7020	9466
7020	11009
7020	400935
7020	3600
7020	3598
7020	3596
7020	3589
7020	64376
7020	8517
7020	121457
7020	3321
7020	79713
7020	3486
7020	3485
7020	10643
7020	10644
7020	3481
7020	8100
7020	90410
7020	55764
7020	3458
7020	389792
7020	8870
7020	3418
7020	3416
7020	3397
7020	23308
7020	130026
7020	25998
7020	200205
7020	285148
7020	10525
7020	81888
7020	8372
7020	3064
7020	27429
7020	3362
7020	3360
7020	3352
7020	100529241
7020	3336
7020	3315
7020	3313
7020	3312
7020	3309
7020	3305
7020	3303
7020	259217
7020	3320
7020	3299
7020	3297
7020	3295
7020	3294
7020	3292
7020	150274
7020	440498
7020	3281
7020	3269
7020	3265
7020	55806
7020	79803
7020	3251
7020	27306
7020	50809
7020	3237
7020	3225
7020	3201
7020	3199
7020	3206
7020	100316868
7020	100124700
7020	84376
7020	29911
7020	57594
7020	100534595
7020	221092
7020	3192
7020	3188
7020	3187
7020	3185
7020	3183
7020	3181
7020	144983
7020	340784
7020	3166
7020	22993
7020	3151
7020	3158
7020	3159
7020	83872
7020	81502
7020	3141
7020	285830
7020	3099
7020	3098
7020	59269
7020	3097
7020	3096
7020	10114
7020	3094
7020	29923
7020	123346
7020	138050
7020	9146
7020	3083
7020	3077
7020	23493
7020	10614
7020	3074
7020	3073
7020	57801
7020	3280
7020	51191
7020	26091
7020	51409
7020	9931
7020	143279
7020	25831
7020	23593
7020	3069
7020	3068
7020	374659
7020	51564
7020	610
7020	3055
7020	253018
7020	414777
7020	414778
7020	29915
7020	3054
7020	10767
7020	26959
7020	3034
7020	3029
7020	3032
7020	57531
7020	9563
7020	283120
7020	283464
7020	653188
7020	2981
7020	84705
7020	9567
7020	9329
7020	9446
7020	2937
7020	2936
7020	146395
7020	83743
7020	2907
7020	2906
7020	2904
7020	2894
7020	57822
7020	80000
7020	57655
7020	2879
7020	2876
7020	29899
7020	26086
7020	9052
7020	53831
7020	2861
7020	2827
7020	2843
7020	11245
7020	80045
7020	283554
7020	51184
7020	54707
7020	23171
7020	56261
7020	2719
7020	2817
7020	55105
7020	10223
7020	27333
7020	440270
7020	9950
7020	2800
7020	2798
7020	64841
7020	2778
7020	2775
7020	2771
7020	2770
7020	10672
7020	2768
7020	29925
7020	2764
7020	26205
7020	2762
7020	2760
7020	84656
7020	51228
7020	2744
7020	2735
7020	2717
7020	57165
7020	2709
7020	127534
7020	28964
7020	2689
7020	2678
7020	2673
7020	84340
7020	2671
7020	2670
7020	2668
7020	2730
7020	2729
7020	2644
7020	2643
7020	6936
7020	79571
7020	23464
7020	54815
7020	57798
7020	2627
7020	2520
7020	60674
7020	283431
7020	10634
7020	26130
7020	2597
7020	2591
7020	63917
7020	2588
7020	130589
7020	2581
7020	89792
7020	51083
7020	9568
7020	23766
7020	2548
7020	2539
7020	10146
7020	51343
7020	53822
7020	2395
7020	2530
7020	2526
7020	2517
7020	24140
7020	29999
7020	25794
7020	6624
7020	83786
7020	145438
7020	23401
7020	2356
7020	2308
7020	1112
7020	3344
7020	344167
7020	8928
7020	2295
7020	2355
7020	8061
7020	2348
7020	54752
7020	64778
7020	23048
7020	10211
7020	2318
7020	400999
7020	651430
7020	729614
7020	440101
7020	2313
7020	2289
7020	2286
7020	60681
7020	9896
7020	9158
7020	84929
7020	2271
7020	2264
7020	2261
7020	2258
7020	2256
7020	2867
7020	2242
7020	10979
7020	10116
7020	55294
7020	6468
7020	23403
7020	200933
7020	93611
7020	150726
7020	26272
7020	130888
7020	26261
7020	26263
7020	80204
7020	55336
7020	23194
7020	26233
7020	84961
7020	54620
7020	144699
7020	2192
7020	54751
7020	79072
7020	2194
7020	2193
7020	84188
7020	2178
7020	2175
7020	283742
7020	23625
7020	113828
7020	81610
7020	84985
7020	143684
7020	199870
7020	26240
7020	9130
7020	10447
7020	100533195
7020	196792
7020	392307
7020	203259
7020	29902
7020	80256
7020	56204
7020	9917
7020	285550
7020	84070
7020	51252
7020	145483
7020	57700
7020	27112
7020	728215
7020	84908
7020	348487
7020	158293
7020	150864
7020	84923
7020	399665
7020	55179
7020	81889
7020	11124
7020	3995
7020	79152
7020	474384
7020	474383
7020	8263
7020	2157
7020	2152
7020	2150
7020	2149
7020	2131
7020	56915
7020	51013
7020	91828
7020	54932
7020	344191
7020	645027
7020	2119
7020	2114
7020	2113
7020	23474
7020	2109
7020	2108
7020	57488
7020	23344
7020	2101
7020	80004
7020	2099
7020	9700
7020	114799
7020	30816
7020	23071
7020	10613
7020	79033
7020	112479
7020	57222
7020	2067
7020	23085
7020	2064
7020	83481
7020	253152
7020	2048
7020	1969
7020	26122
7020	54566
7020	64097
7020	2037
7020	8320
7020	377841
7020	957
7020	2027
7020	100505975
7020	2023
7020	219670
7020	375704
7020	256364
7020	55250
7020	64834
7020	63916
7020	114794
7020	2000
7020	1999
7020	1998
7020	1991
7020	3692
7020	56478
7020	317649
7020	9775
7020	8893
7020	8892
7020	440275
7020	83939
7020	23741
7020	79813
7020	10938
7020	254102
7020	1961
7020	1960
7020	1958
7020	1956
7020	1942
7020	30008
7020	84288
7020	90141
7020	8726
7020	8411
7020	9695
7020	23644
7020	1896
7020	9718
7020	11319
7020	253738
7020	1870
7020	1869
7020	6990
7020	6993
7020	8655
7020	1855
7020	1854
7020	1850
7020	1846
7020	11072
7020	51207
7020	11221
7020	285605
7020	84062
7020	11034
7020	79980
7020	1830
7020	1828
7020	1812
7020	10589
7020	128338
7020	165545
7020	1808
7020	147991
7020	10072
7020	51611
7020	22845
7020	285489
7020	1796
7020	80005
7020	1795
7020	1794
7020	8447
7020	116092
7020	1789
7020	1786
7020	10059
7020	728489
7020	1774
7020	134218
7020	23341
7020	4189
7020	3300
7020	3337
7020	9093
7020	10294
7020	1657
7020	63951
7020	1760
7020	29958
7020	1743
7020	54567
7020	9229
7020	9231
7020	1742
7020	1741
7020	1740
7020	27120
7020	26102
7020	1735
7020	11083
7020	400242
7020	1730
7020	1660
7020	1659
7020	60625
7020	9704
7020	22907
7020	55526
7020	79758
7020	1717
7020	1718
7020	9162
7020	1606
7020	8694
7020	1677
7020	51029
7020	9681
7020	55789
7020	9909
7020	10260
7020	22898
7020	79958
7020	163486
7020	57706
7020	140596
7020	162989
7020	1666
7020	83479
7020	23586
7020	57696
7020	79039
7020	7919
7020	64794
7020	11218
7020	1653
7020	780
7020	54541
7020	23259
7020	1643
7020	1642
7020	23564
7020	23576
7020	79016
7020	1633
7020	285761
7020	79877
7020	55827
7020	80067
7020	28988
7020	1621
7020	26528
7020	23604
7020	55152
7020	221955
7020	147906
7020	9266
7020	1595
7020	285440
7020	1576
7020	57404
7020	1545
7020	1543
7020	1583
7020	1535
7020	1727
7020	51706
7020	124637
7020	284613
7020	1534
7020	159013
7020	643
7020	6374
7020	1525
7020	1523
7020	8451
7020	1509
7020	9646
7020	1495
7020	1489
7020	58190
7020	9150
7020	196993
7020	1477
7020	1476
7020	1475
7020	128822
7020	1465
7020	79848
7020	1464
7020	1460
7020	1454
7020	114788
7020	1440
7020	1436
7020	9946
7020	400508
7020	1406
7020	64784
7020	10491
7020	55118
7020	9244
7020	1397
7020	1396
7020	148327
7020	1376
7020	1374
7020	144402
7020	221184
7020	80315
7020	1351
7020	1337
7020	1329
7020	23406
7020	84940
7020	51004
7020	51117
7020	27235
7020	93058
7020	8533
7020	118881
7020	1294
7020	1292
7020	1289
7020	1286
7020	85301
7020	84570
7020	1303
7020	9382
7020	22837
7020	8506
7020	1272
7020	54875
7020	1271
7020	246175
7020	57472
7020	26504
7020	26505
7020	54805
7020	26507
7020	10256
7020	1259
7020	55748
7020	56942
7020	23059
7020	1191
7020	1212
7020	1211
7020	22883
7020	1207
7020	1203
7020	1201
7020	1196
7020	25932
7020	9022
7020	125875
7020	9080
7020	1364
7020	1185
7020	1183
7020	23529
7020	23155
7020	1164
7020	25792
7020	163732
7020	4435
7020	284106
7020	493856
7020	148046
7020	1153
7020	51550
7020	23152
7020	10519
7020	26097
7020	4166
7020	8534
7020	1139
7020	1136
7020	1131
7020	54108
7020	56994
7020	79586
7020	27243
7020	5119
7020	1122
7020	1113
7020	11200
7020	55636
7020	9557
7020	131474
7020	57530
7020	1081
7020	1080
7020	8837
7020	1072
7020	10428
7020	1675
7020	91012
7020	10390
7020	90799
7020	80254
7020	285753
7020	80184
7020	11190
7020	22995
7020	201134
7020	9731
7020	55839
7020	55835
7020	1059
7020	1952
7020	60677
7020	56853
7020	10659
7020	10658
7020	1054
7020	1051
7020	124359
7020	9425
7020	1045
7020	55573
7020	1039
7020	1029
7020	1028
7020	1026
7020	8814
7020	1025
7020	1021
7020	8941
7020	1020
7020	1018
7020	8099
7020	1017
7020	5129
7020	5127
7020	54825
7020	64405
7020	1015
7020	55536
7020	83879
7020	113130
7020	55038
7020	79577
7020	8317
7020	23580
7020	10435
7020	55561
7020	51362
7020	997
7020	995
7020	993
7020	991
7020	8556
7020	4267
7020	3732
7020	973
7020	924
7020	967
7020	966
7020	965
7020	1604
7020	4179
7020	960
7020	948
7020	51293
7020	146894
7020	80381
7020	933
7020	8763
7020	10575
7020	8812
7020	899
7020	595
7020	9133
7020	891
7020	6348
7020	6361
7020	440193
7020	317762
7020	11007
7020	79780
7020	124093
7020	168455
7020	64925
7020	79741
7020	80323
7020	284001
7020	152137
7020	124808
7020	120935
7020	83643
7020	343099
7020	100526761
7020	728591
7020	221262
7020	203260
7020	200014
7020	23492
7020	23466
7020	645158
7020	84733
7020	875
7020	874
7020	865
7020	9139
7020	257062
7020	842
7020	839
7020	57513
7020	57524
7020	64921
7020	79587
7020	23589
7020	826
7020	726
7020	822
7020	124583
7020	10645
7020	84254
7020	811
7020	805
7020	794
7020	790
7020	27092
7020	784
7020	9254
7020	781
7020	11094
7020	23523
7020	768
7020	203228
7020	84267
7020	138162
7020	541565
7020	79020
7020	221477
7020	51161
7020	718
7020	54980
7020	150590
7020	9854
7020	25966
7020	25775
7020	54149
7020	54058
7020	284805
7020	128653
7020	388722
7020	400798
7020	54991
7020	114897
7020	165257
7020	100128569
7020	284325
7020	147339
7020	100141515
7020	388327
7020	100506581
7020	388272
7020	29035
7020	643338
7020	145853
7020	56905
7020	387882
7020	728568
7020	144577
7020	65998
7020	254439
7020	10944
7020	414157
7020	694
7020	685
7020	22903
7020	149478
7020	53339
7020	683
7020	84446
7020	55290
7020	2972
7020	6046
7020	23774
7020	221927
7020	673
7020	670
7020	23246
7020	654483
7020	552900
7020	663
7020	659
7020	55589
7020	649
7020	8548
7020	645
7020	100528022
7020	2647
7020	642
7020	79444
7020	57448
7020	330
7020	8553
7020	128408
7020	8419
7020	51283
7020	144453
7020	627
7020	613
7020	283149
7020	598
7020	10295
7020	144233
7020	587
7020	9564
7020	63827
7020	585
7020	11176
7020	55509
7020	56033
7020	25805
7020	80115
7020	10458
7020	22893
7020	9531
7020	572
7020	23621
7020	2683
7020	2583
7020	26229
7020	126792
7020	64343
7020	554
7020	60370
7020	23080
7020	54998
7020	550
7020	56970
7020	6311
7020	25814
7020	91647
7020	10079
7020	540
7020	526
7020	488
7020	483
7020	482
7020	478
7020	479
7020	57194
7020	1822
7020	25923
7020	471
7020	9474
7020	64422
7020	89849
7020	11016
7020	22809
7020	467
7020	54454
7020	84896
7020	445
7020	444
7020	554235
7020	440
7020	55515
7020	55723
7020	10973
7020	140462
7020	51676
7020	51665
7020	22901
7020	410
7020	10092
7020	100526693
7020	10093
7020	56938
7020	406
7020	55207
7020	51329
7020	23204
7020	10124
7020	403
7020	23568
7020	84159
7020	10865
7020	1820
7020	8289
7020	7984
7020	55701
7020	445328
7020	9828
7020	396
7020	393
7020	100533184
7020	84986
7020	55114
7020	10139
7020	381
7020	116985
7020	359
7020	358
7020	55198
7020	55937
7020	348
7020	55911
7020	336
7020	334
7020	328
7020	327
7020	324
7020	320
7020	317
7020	55317
7020	91056
7020	10239
7020	1173
7020	8905
7020	728113
7020	653145
7020	309
7020	302
7020	311
7020	57719
7020	54443
7020	23294
7020	51239
7020	57730
7020	375248
7020	651746
7020	84079
7020	170961
7020	26057
7020	338692
7020	29123
7020	55608
7020	27063
7020	57037
7020	404734
7020	54882
7020	56172
7020	150709
7020	29882
7020	273
7020	51421
7020	196394
7020	83607
7020	267
7020	144193
7020	262
7020	23600
7020	60529
7020	59344
7020	241
7020	246
7020	29929
7020	440138
7020	84920
7020	226
7020	223
7020	224
7020	219
7020	211
7020	84335
7020	8574
7020	1645
7020	55122
7020	56672
7020	10142
7020	26993
7020	11215
7020	8165
7020	84962
7020	84883
7020	79026
7020	191
7020	10555
7020	79814
7020	60509
7020	175
7020	54812
7020	4299
7020	153
7020	151
7020	146
7020	147
7020	148
7020	133
7020	132
7020	137872
7020	130
7020	115
7020	114
7020	107
7020	203054
7020	57143
7020	113179
7020	103
7020	339366
7020	11096
7020	170692
7020	11093
7020	9510
7020	8754
7020	6868
7020	102
7020	95
7020	93
7020	10120
7020	10121
7020	55860
7020	71
7020	70
7020	60
7020	197322
7020	51205
7020	48
7020	43
7020	84320
7020	91452
7020	79777
7020	39
7020	116983
7020	37
7020	28976
7020	31
7020	25841
7020	29777
7020	29
7020	25
7020	79575
7020	51099
7020	171586
7020	116236
7020	84836
7020	100526760
7020	25864
7020	83451
7020	84696
7020	5825
7020	225
7020	10057
7020	10257
7020	11194
7020	23456
7020	5243
7020	14
7020	51166
6934	5467
6934	4609
6934	4316
6934	3725
6934	8061
6934	896
6934	894
6934	595
6934	332
83439	5467
83439	4609
83439	4316
83439	3725
83439	8061
83439	896
83439	894
83439	595
83439	332
6932	5467
6932	4609
6932	4316
6932	3725
6932	8061
6932	896
6932	894
6932	595
6932	332
6925	7791
6925	253264
6925	26137
6925	23286
6925	79679
6925	127733
6925	22888
6925	7442
6925	10612
6925	58476
6925	84134
6925	7141
6925	84065
6925	147744
6925	56900
6925	79178
6925	6925
6925	374403
6925	259286
6925	6863
6925	148281
6925	767557
6925	90196
6925	23213
6925	10735
6925	10274
6925	81849
6925	84530
6925	171546
6925	6694
6925	28972
6925	6665
6925	692226
6925	140771
6925	4090
6925	4088
6925	11309
6925	6542
6925	23446
6925	254428
6925	114789
6925	9644
6925	30011
6925	143686
6925	692149
6925	112483
6925	23034
6925	862
6925	6047
6925	25897
6925	57494
6925	389
6925	401190
6925	283248
6925	283349
6925	51655
6925	5887
6925	81890
6925	90780
6925	5786
6925	5692
6925	163154
6925	56341
6925	25824
6925	56978
6925	9374
6925	23082
6925	84919
6925	10687
6925	5336
6925	23236
6925	51050
6925	5160
6925	56132
6925	56122
6925	64881
6925	51294
6925	57060
6925	5078
6925	56288
6925	5063
6925	29763
6925	92736
6925	390061
6925	7932
6925	9480
6925	169611
6925	11247
6925	57532
6925	4908
6925	728806
6925	4905
6925	123904
6925	27020
6925	4808
6925	58158
6925	4761
6925	63941
6925	56901
6925	23154
6925	80155
6925	4653
6925	4651
6925	4637
6925	57644
6925	4624
6925	10408
6925	64949
6925	64981
6925	196264
6925	146664
6925	25840
6925	9969
6925	10150
6925	9053
6925	9020
6925	4130
6925	4052
6925	27257
6925	550113
6925	375196
6925	100506472
6925	100130691
6925	9355
6925	8861
6925	28956
6925	114818
6925	84063
6925	64147
6925	8570
6925	23522
6925	3679
6925	9922
6925	79711
6925	3625
6925	3624
6925	3481
6925	3359
6925	3291
6925	3198
6925	9456
6925	3159
6925	124790
6925	57520
6925	79712
6925	145258
6925	2917
6925	2907
6925	2902
6925	2895
6925	2819
6925	150763
6925	57120
6925	2797
6925	2712
6925	23163
6925	2676
6925	81577
6925	2662
6925	79571
6925	51083
6925	11345
6925	8323
6925	5348
6925	10817
6925	2295
6925	54752
6925	401720
6925	93611
6925	60493
6925	2191
6925	286336
6925	2140
6925	2060
6925	8320
6925	2006
6925	9844
6925	114794
6925	1996
6925	1950
6925	10278
6925	23644
6925	253738
6925	64641
6925	124454
6925	11221
6925	1834
6925	1816
6925	1795
6925	54567
6925	28514
6925	58512
6925	1649
6925	1544
6925	63932
6925	23113
6925	84701
6925	10584
6925	256076
6925	8161
6925	23274
6925	1107
6925	1072
6925	387119
6925	95681
6925	1021
6925	5127
6925	64072
6925	958
6925	91050
6925	64770
6925	863
6925	284018
6925	400591
6925	374470
6925	23476
6925	654
6925	27319
6925	9031
6925	27032
6925	286410
6925	220202
6925	54848
6925	394
6925	9938
6925	403314
6925	9068
6925	11093
6925	90
6925	140625
6925	47
6925	29
6925	51225
6929	9406
6929	223082
6929	374655
6929	253264
6929	79797
6929	57567
6929	10782
6929	7755
6929	153527
6929	653808
6929	678
6929	57623
6929	23144
6929	26137
6929	7704
6929	51067
6929	23286
6929	9589
6929	51352
6929	7482
6929	7472
6929	80326
6929	123720
6929	124997
6929	342865
6929	147645
6929	84313
6929	6844
6929	84135
6929	54532
6929	7369
6929	127733
6929	56893
6929	22888
6929	7332
6929	64852
6929	57348
6929	26262
6929	25987
6929	57616
6929	10194
6929	55503
6929	115708
6929	9320
6929	9322
6929	7204
6929	131405
6929	10612
6929	373
6929	79090
6929	9618
6929	10758
6929	7164
6929	58476
6929	7158
6929	84134
6929	23112
6929	23534
6929	3842
6929	7127
6929	84000
6929	7112
6929	9725
6929	339456
6929	388564
6929	79652
6929	645369
6929	147744
6929	100113407
6929	55260
6929	79022
6929	7108
6929	7097
6929	7090
6929	8277
6929	9414
6929	93643
6929	7077
6929	7056
6929	439931
6929	7050
6929	7046
6929	7029
6929	10420
6929	25851
6929	6942
6929	57465
6929	25771
6929	374403
6929	259286
6929	83860
6929	10579
6929	84447
6929	148281
6929	767557
6929	90196
6929	84144
6929	79987
6929	9900
6929	23213
6929	53407
6929	56977
6929	27347
6929	202374
6929	8859
6929	6777
6929	10735
6929	10274
6929	81849
6929	85464
6929	284297
6929	23648
6929	84530
6929	80725
6929	10011
6929	399473
6929	6694
6929	92521
6929	25803
6929	28972
6929	375686
6929	83890
6929	6665
6929	6666
6929	6663
6929	6272
6929	692198
6929	692197
6929	692196
6929	692195
6929	619498
6929	26806
6929	26816
6929	26817
6929	692091
6929	692214
6929	26780
6929	677834
6929	27044
6929	100170228
6929	100126780
6929	9892
6929	6525
6929	6598
6929	6594
6929	4090
6929	26050
6929	11309
6929	84679
6929	6533
6929	6532
6929	11254
6929	6528
6929	6508
6929	57864
6929	254428
6929	29986
6929	219855
6929	340146
6929	64078
6929	399512
6929	114789
6929	55867
6929	6572
6929	6570
6929	9990
6929	57468
6929	6495
6929	25942
6929	6493
6929	387914
6929	53358
6929	30011
6929	56904
6929	79729
6929	23616
6929	130367
6929	253970
6929	9739
6929	143686
6929	710
6929	26297
6929	59343
6929	80031
6929	6402
6929	25956
6929	6397
6929	9672
6929	152579
6929	677763
6929	677781
6929	91179
6929	8578
6929	10067
6929	23034
6929	6257
6929	23623
6929	862
6929	83861
6929	88745
6929	6231
6929	6227
6929	6205
6929	56475
6929	6123
6929	6097
6929	25897
6929	378925
6929	168433
6929	27246
6929	8153
6929	84153
6929	64795
6929	57494
6929	83547
6929	389
6929	5998
6929	64864
6929	285613
6929	9401
6929	647286
6929	283248
6929	11317
6929	27303
6929	64062
6929	5929
6929	51655
6929	5914
6929	9771
6929	64901
6929	57148
6929	57186
6929	5887
6929	25837
6929	81890
6929	54870
6929	5697
6929	90780
6929	5814
6929	5813
6929	5739
6929	5623
6929	5692
6929	56952
6929	11098
6929	100874032
6929	79057
6929	54458
6929	27339
6929	80209
6929	56341
6929	55170
6929	5590
6929	153768
6929	25824
6929	9374
6929	5538
6929	5521
6929	84152
6929	84919
6929	147699
6929	8495
6929	8499
6929	133522
6929	5465
6929	5455
6929	5452
6929	55624
6929	51082
6929	285848
6929	10687
6929	10654
6929	5376
6929	6490
6929	91584
6929	79990
6929	57449
6929	58473
6929	144100
6929	23228
6929	23236
6929	5311
6929	5308
6929	83394
6929	644139
6929	8396
6929	11040
6929	9463
6929	51050
6929	9796
6929	116154
6929	54858
6929	23024
6929	5155
6929	5150
6929	9659
6929	8641
6929	56132
6929	56122
6929	5100
6929	64881
6929	51294
6929	57060
6929	5091
6929	5078
6929	5075
6929	79668
6929	84612
6929	56288
6929	344838
6929	5063
6929	5019
6929	5013
6929	150677
6929	92736
6929	219487
6929	7932
6929	4978
6929	167826
6929	169611
6929	93145
6929	8473
6929	11247
6929	11248
6929	9688
6929	8650
6929	57532
6929	4521
6929	4917
6929	4908
6929	728806
6929	4905
6929	8013
6929	3164
6929	8431
6929	27020
6929	404744
6929	4880
6929	255743
6929	79716
6929	266743
6929	4832
6929	57555
6929	128414
6929	374354
6929	4774
6929	4780
6929	4775
6929	50674
6929	4761
6929	4703
6929	25915
6929	56901
6929	8031
6929	51517
6929	23154
6929	4681
6929	23218
6929	342977
6929	80155
6929	90634
6929	4653
6929	4624
6929	4622
6929	4603
6929	4601
6929	4593
6929	200958
6929	9110
6929	84560
6929	51734
6929	9242
6929	79684
6929	64951
6929	116540
6929	10573
6929	196264
6929	84769
6929	4358
6929	27136
6929	4302
6929	84815
6929	146664
6929	4242
6929	25840
6929	4233
6929	730198
6929	84465
6929	4208
6929	6837
6929	9969
6929	2122
6929	4155
6929	23162
6929	9020
6929	4296
6929	4130
6929	4123
6929	389692
6929	4067
6929	8425
6929	56413
6929	1241
6929	51599
6929	4046
6929	27257
6929	10446
6929	55144
6929	23507
6929	374819
6929	389816
6929	55222
6929	4016
6929	606724
6929	100506472
6929	100134368
6929	100130691
6929	100129175
6929	4005
6929	92255
6929	387787
6929	84894
6929	339789
6929	431707
6929	9355
6929	3965
6929	85329
6929	3955
6929	94059
6929	79165
6929	93273
6929	8861
6929	3937
6929	3932
6929	55353
6929	10319
6929	79036
6929	337878
6929	254950
6929	3882
6929	3872
6929	3845
6929	3816
6929	54813
6929	127707
6929	7071
6929	84063
6929	26153
6929	63971
6929	8570
6929	284252
6929	30819
6929	3746
6929	3742
6929	10524
6929	23189
6929	8997
6929	80271
6929	3679
6929	3655
6929	51477
6929	79192
6929	8660
6929	3667
6929	64207
6929	9922
6929	100505385
6929	654502
6929	387755
6929	3625
6929	8552
6929	3615
6929	286676
6929	84639
6929	29949
6929	27190
6929	3590
6929	3550
6929	90410
6929	3359
6929	3316
6929	116835
6929	3291
6929	9953
6929	8739
6929	55806
6929	3235
6929	3234
6929	3223
6929	3222
6929	3221
6929	3226
6929	221883
6929	100534589
6929	3206
6929	3198
6929	100316868
6929	3172
6929	83872
6929	84667
6929	55502
6929	54626
6929	8841
6929	10870
6929	3055
6929	57817
6929	283120
6929	79712
6929	146395
6929	2917
6929	2911
6929	2907
6929	2905
6929	2901
6929	2888
6929	2874
6929	2861
6929	350383
6929	56834
6929	2824
6929	2239
6929	57120
6929	2800
6929	2785
6929	9340
6929	2712
6929	127534
6929	2701
6929	9815
6929	199720
6929	2676
6929	81577
6929	51608
6929	392255
6929	2662
6929	60674
6929	8139
6929	2566
6929	9568
6929	11345
6929	8323
6929	8321
6929	79068
6929	29999
6929	80020
6929	93986
6929	27086
6929	4303
6929	2295
6929	2297
6929	3171
6929	114793
6929	10211
6929	441374
6929	401720
6929	80206
6929	2264
6929	26281
6929	8822
6929	439941
6929	93611
6929	2197
6929	60493
6929	2191
6929	57697
6929	286077
6929	286336
6929	84070
6929	2145
6929	2140
6929	118460
6929	283849
6929	2118
6929	2113
6929	2104
6929	2099
6929	23071
6929	114625
6929	79033
6929	2049
6929	1969
6929	2034
6929	8320
6929	59084
6929	9844
6929	2000
6929	1996
6929	1993
6929	60528
6929	112398
6929	1906
6929	23644
6929	64641
6929	8445
6929	11221
6929	113878
6929	1826
6929	1825
6929	1816
6929	10589
6929	1808
6929	1800
6929	25911
6929	1795
6929	1788
6929	63951
6929	58524
6929	54567
6929	10683
6929	8527
6929	84649
6929	245937
6929	54606
6929	115265
6929	1649
6929	9937
6929	55152
6929	1540
6929	50626
6929	63932
6929	23113
6929	9811
6929	1410
6929	1381
6929	119587
6929	64506
6929	1358
6929	84701
6929	7464
6929	23603
6929	11316
6929	10584
6929	1299
6929	256076
6929	9382
6929	8506
6929	26505
6929	54805
6929	1262
6929	1259
6929	116173
6929	51727
6929	1192
6929	23274
6929	387837
6929	1185
6929	23122
6929	23152
6929	23563
6929	113189
6929	1146
6929	1139
6929	57053
6929	8646
6929	1123
6929	27243
6929	26511
6929	1103
6929	1072
6929	387119
6929	95681
6929	645455
6929	1952
6929	60677
6929	1028
6929	1021
6929	8099
6929	1006
6929	64072
6929	10602
6929	967
6929	959
6929	2826
6929	79616
6929	54619
6929	896
6929	220047
6929	23624
6929	863
6929	822
6929	55450
6929	57863
6929	786
6929	730
6929	221477
6929	81563
6929	127687
6929	284018
6929	400591
6929	643338
6929	374470
6929	79703
6929	414152
6929	84446
6929	23476
6929	6046
6929	654
6929	255877
6929	9031
6929	572
6929	11285
6929	553
6929	56970
6929	64756
6929	158381
6929	27032
6929	40
6929	25842
6929	83787
6929	151188
6929	57492
6929	64333
6929	9938
6929	392
6929	23237
6929	360
6929	351
6929	327
6929	324
6929	322
6929	9179
6929	55139
6929	390616
6929	26287
6929	57037
6929	83854
6929	9068
6929	83607
6929	9949
6929	269
6929	262
6929	257
6929	239
6929	229
6929	226
6929	116988
6929	158
6929	107
6929	57188
6929	11096
6929	170691
6929	140625
6929	84519
6929	47
6929	65057
6929	37
6929	29
6929	27
6929	79575
6929	85320
6929	10058
6929	650655
6908	125150
6908	152485
6908	55565
6908	57507
6908	100131213
6908	197407
6908	151126
6908	51222
6908	23613
6908	85416
6908	7545
6908	678
6908	100303491
6908	254359
6908	153918
6908	7704
6908	7534
6908	90522
6908	7504
6908	7483
6908	7474
6908	54521
6908	55823
6908	7432
6908	7414
6908	7291
6908	10383
6908	80086
6908	84790
6908	7846
6908	283237
6908	7105
6908	1831
6908	8848
6908	7227
6908	51605
6908	23321
6908	10345
6908	122664
6908	7150
6908	10140
6908	608
6908	7124
6908	9168
6908	28983
6908	79853
6908	7090
6908	1678
6908	9220
6908	80731
6908	7053
6908	7018
6908	7003
6908	6988
6908	7062
6908	6926
6908	6913
6908	23216
6908	9344
6908	6876
6908	6875
6908	6857
6908	10492
6908	6840
6908	9482
6908	161497
6908	6781
6908	54879
6908	26576
6908	6345
6908	6722
6908	8878
6908	55304
6908	9552
6908	100131390
6908	6658
6908	6657
6908	25928
6908	6647
6908	6636
6908	692211
6908	692223
6908	26795
6908	677847
6908	619568
6908	64744
6908	81796
6908	6548
6908	6540
6908	83697
6908	85414
6908	124935
6908	643664
6908	1811
6908	79751
6908	9376
6908	6574
6908	6563
6908	6477
6908	57477
6908	387914
6908	6469
6908	54557
6908	118980
6908	5054
6908	22928
6908	10371
6908	6391
6908	85508
6908	147199
6908	58506
6908	201191
6908	795
